24,2357,ANB-188,50,Anbar,Same,Anbar,Al-Ka'im,Al-Ka'im SubDistrict,Al-Ka'im Area,Hay Al-Athar,حي الاثار,286,41.066633,34.377071,4,5,18 Aug 2014,0,0,29,0,21,0,0,0,0,0,0,0,0,No,No,Yes,Yes,No,Food / Non-food items / Shelter / Cash money,No,      ,,26-01-2014
25,2372,ANB-187,54,Anbar,Same,Anbar,Al-Ka'im,Al-Ka'im SubDistrict,Al-Ka'im Area,Hay Al-Farooq,حي الفاروق,279,41.002968,34.396212,4,5,18 Aug 2014,0,0,32,2,20,0,0,0,0,0,0,0,0,No,No,Yes,Yes,No,Food / Non-food items / Shelter / Cash money,No,      ,,26-01-2014
26,2373,ANB-128,146,Anbar,Same,Anbar,Al-Ka'im,Al-Ka'im SubDistrict,Al-Ka'im Area,Hay Al-Ma'amon,حي المامون,277,41.004368,34.392414,4,5,18 Aug 2014,0,0,96,0,50,0,0,0,0,0,0,0,0,No,No,Yes,Yes,No,Food / Non-food items / Shelter / Cash money,No,      ,,26-01-2014
27,2362,ANB-185,56,Anbar,Same,Anbar,Al-Ka'im,Al-Ka'im SubDistrict,Al-Ka'im Area,Hay Al-Makarim,حي المكارم,287,41.028504,34.383073,4,5,18 Aug 2014,0,0,25,0,31,0,0,0,0,0,0,0,0,No,No,Yes,Yes,No,Food / Non-food items / Shelter / Cash money,No,      ,,26-01-2014
28,2370,ANB-132,104,Anbar,Same,Anbar,Al-Ka'im,Al-Ka'im SubDistrict,Al-Ka'im Area,Hay Al-Salam,حي السلام,268,40.996698,34.392349,4,5,18 Aug 2014,0,0,54,0,45,0,0,0,0,0,5,0,0,No,No,Yes,Yes,No,Food / Non-food items / Shelter / Cash money,No,      ,,26-01-2014
29,2374,ANB-136,88,Anbar,Same,Anbar,Al-Ka'im,Al-Ka'im SubDistrict,Al-Ka'im Area,Hay Al-Yarmook,حي اليرموك,269,40.992723,34.39801,4,5,18 Aug 2014,0,0,43,2,43,0,0,0,0,0,0,0,0,No,No,Yes,Yes,No,Food / Non-food items / Shelter / Cash money,Yes,      150 Food Items,,26-01-2014
30,2356,ANB-130,119,Anbar,Same,Anbar,Al-Ka'im,Al-Ka'im SubDistrict,Al-Ka'im Area,Sa`dah,قرية سعده,66,41.1,34.36,4,5,18 Aug 2014,0,0,52,0,45,0,0,0,22,0,0,0,0,No,No,Yes,Yes,No,Food / Non-food items / Shelter / Cash money,No,      ,,26-01-2014
31,2364,ANB-183,60,Anbar,Same,Anbar,Al-Ka'im,Al-Ka'im SubDistrict,Al-Ka'im Area,Wazeeriya,حي الوزيرية,156,40.989318,34.391873,4,5,18 Aug 2014,0,0,33,0,27,0,0,0,0,0,0,0,0,No,No,Yes,Yes,No,Food / Non-food items / Shelter / Cash money,No,      ,,26-01-2014
32,2314,ANB-015,260,Anbar,Same,Anbar,Al-Rutba,Al-Rutba SubDistrict,Al-Rutba Area,Al Askaree,حي العسكري,165,40.277075,33.038952,2,5,18 Aug 2014,0,0,104,15,105,0,0,0,11,0,25,0,0,No,No,Yes,Yes,No,Food / Non-food items / Shelter / Cash money,Yes,      250 Food Items,,14-03-2014
33,2313,ANB-012,331,Anbar,Same,Anbar,Al-Rutba,Al-Rutba SubDistrict,Al-Rutba Area,Al Haara,حي الحارة,150,40.29329,33.038459,2,5,18 Aug 2014,0,0,182,8,110,0,0,12,6,0,13,0,0,No,No,Yes,Yes,No,Food / Non-food items / Shelter / Cash money,Yes,      250 Food Items,,14-04-2014
34,2317,ANB-013,265,Anbar,Same,Anbar,Al-Rutba,Al-Rutba SubDistrict,Al-Rutba Area,Al Wadi,حي الوادي,231,40.284369,33.036414,2,5,18 Aug 2014,0,0,109,0,102,0,8,0,11,14,21,0,0,No,No,Yes,Yes,No,Food / Non-food items / Shelter / Cash money,No,      ,,14-05-2014
35,2688,ANB-054,312,Anbar,Same,Anbar,Al-Rutba,Al-Rutba SubDistrict,Al-Rutba Area,Al-Dara'emah Village,قرية الدراعمة,23935,40.285558,33.038586,3,5,18 Aug 2014,0,0,81,0,52,0,0,5,166,8,0,0,0,No,No,Yes,Yes,No,Food / Non-food items / Shelter / Cash money,No,      ,,14-05-2014
36,2312,ANB-010,20,Baghdad,Same,Anbar,Al-Rutba,Al-Rutba SubDistrict,Al-Rutba Area,Antesar,حي الانتصار,167,40.27598,33.041954,2,5,18 Aug 2014,0,0,2,0,0,0,5,0,0,0,13,0,0,No,No,Yes,Yes,No,Food / Non-food items / Shelter / Cash money,Yes,500 Food Items,,14-06-2014
37,2312,ANB-010,557,Anbar,Same,Anbar,Al-Rutba,Al-Rutba SubDistrict,Al-Rutba Area,Antesar,حي الانتصار,167,40.27598,33.041954,2,5,18 Aug 2014,0,0,171,4,233,0,23,3,6,5,112,0,0,No,No,Yes,Yes,No,Food / Non-food items / Shelter / Cash money,No,      ,,14-04-2014
38,2949,ANB-001,860,Anbar,Same,Anbar,Al-Rutba,Al-Rutba SubDistrict,Al-Rutba Area,Ar Rahhaliya,الرحالية,14,43.38,32.76,1,5,18 Aug 2014,0,0,0,0,860,0,0,0,0,0,0,0,0,,,,,,,,,,26-01-2014
39,2311,ANB-118,76,Anbar,Same,Anbar,Al-Rutba,Al-Rutba SubDistrict,Al-Rutba Area,Germany Company Location,مجمع الشركة الالمانية,189,40.341484,33.042615,4,5,18 Aug 2014,0,0,0,0,0,0,0,0,0,0,76,0,0,No,No,Yes,Yes,No,Food / Non-food items / Shelter / Cash money,No,      ,,26-01-2014
40,2318,ANB-016,444,Anbar,Same,Anbar,Al-Rutba,Al-Rutba SubDistrict,Al-Rutba Area,Gharb Al-Wadi,حي غرب الوادي,23888,40.279731,33.037021,2,5,18 Aug 2014,0,0,204,3,122,0,12,0,55,25,23,0,0,No,No,Yes,Yes,No,Food / Non-food items / Shelter / Cash money,No,      ,,14-04-2014
41,2316,ANB-011,450,Anbar,Same,Anbar,Al-Rutba,Al-Rutba SubDistrict,Al-Rutba Area,Hay Al Meethagh,حي الميثاق,166,40.282946,33.039801,2,5,18 Aug 2014,0,0,152,12,132,0,0,40,45,7,62,0,0,No,No,Yes,Yes,No,Food / Non-food items / Shelter / Cash money,No,      ,,14-04-2014
42,2315,ANB-014,364,Anbar,Same,Anbar,Al-Rutba,Al-Rutba SubDistrict,Al-Rutba Area,Hay Al-Matar,حي المطار,233,40.285538,33.038566,2,5,18 Aug 2014,0,0,150,9,123,0,23,3,39,0,17,0,0,No,No,Yes,Yes,No,Food / Non-food items / Shelter / Cash money,No,      ,,14-05-2014
43,2315,ANB-014,50,Baghdad,Same,Anbar,Al-Rutba,Al-Rutba SubDistrict,Al-Rutba Area,Hay Al-Matar,حي المطار,233,40.285538,33.038566,2,5,18 Aug 2014,0,0,22,0,16,0,0,0,12,0,0,0,0,No,No,Yes,Yes,No,Food / Non-food items / Shelter / Cash money,Yes,      250 Food Items,,14-06-2014
44,2689,ANB-074,203,Anbar,Same,Anbar,Al-Rutba,Al-Rutba SubDistrict,Al-Rutba Area,Rumilah Village,قرية رميلة,23936,40.284389,33.036434,3,5,18 Aug 2014,0,0,47,0,62,0,9,0,85,0,0,0,0,No,No,Yes,Yes,No,Food / Non-food items / Shelter / Cash money,No,      ,,14-05-2014
45,2444,ANB-060,235,Anbar,Same,Anbar,Ana,Ana SubDistrict,Ana Area,Al 'bor (Shishan),حي العبور,248,41.977818,34.369352,3,5,18 Aug 2014,0,0,170,6,59,0,0,0,0,0,0,0,0,No,No,Yes,Yes,No,Food / Non-food items / Shelter / Cash money,Yes,150 NFIs      ,,14-05-2014
46,2439,ANB-068,215,Anbar,Same,Anbar,Ana,Ana SubDistrict,Ana Area,Al ma'adid,المعاضيد,246,42.145227,34.226544,3,5,18 Aug 2014,0,0,104,0,79,0,0,0,0,0,32,0,0,No,No,Yes,Yes,No,Food / Non-food items / Shelter / Cash money,No,      ,,14-05-2014
47,2441,ANB-055,329,Anbar,Same,Anbar,Ana,Ana SubDistrict,Ana Area,Al Tadamon,حي التضامن,252,41.97249,34.367327,3,5,18 Aug 2014,0,0,178,3,87,0,4,0,57,0,0,0,0,No,No,Yes,Yes,No,Food / Non-food items / Shelter / Cash money,Yes,100 NFIs      ,,14-05-2014
48,2691,ANB-206,20,Anbar,Same,Anbar,Ana,Ana SubDistrict,Ana Area,Al-A'wany Village,قرية العواني,23937,41.987483,34.373356,4,5,18 Aug 2014,0,0,6,0,11,0,0,0,3,0,0,0,0,No,No,Yes,Yes,No,Food / Non-food items / Shelter / Cash money,No,      ,,26-01-2014
49,2446,ANB-037,304,Anbar,Same,Anbar,Ana,Ana SubDistrict,Ana Area,Hay Al Nasir,حي النصر,250,41.990583,34.366033,2,5,18 Aug 2014,0,0,194,5,97,0,8,0,0,0,0,0,0,No,No,Yes,Yes,No,Food / Non-food items / Shelter / Cash money,Yes,250 NFIs      ,,14-04-2014
50,2445,ANB-057,289,Anbar,Same,Anbar,Ana,Ana SubDistrict,Ana Area,Hay Al Qadissiyah,حي القادسية,251,41.980873,34.376623,3,5,18 Aug 2014,0,0,164,6,111,0,8,0,0,0,0,0,0,No,No,Yes,Yes,No,Food / Non-food items / Shelter / Cash money,Yes,      370 Food Items,,14-05-2014
51,2443,ANB-052,322,Anbar,Same,Anbar,Ana,Ana SubDistrict,Ana Area,Hay Al Salam,حي السلام,253,41.980244,34.3645,3,5,18 Aug 2014,0,0,185,9,79,0,0,0,14,35,0,0,0,No,No,Yes,Yes,No,Food / Non-food items / Shelter / Cash money,Yes,      330 Food Items,,14-05-2014
52,2440,ANB-162,171,Anbar,Same,Anbar,Ana,Ana SubDistrict,Ana Area,Hay Al Tammem,حي التأميم,249,41.991556,34.369383,4,5,18 Aug 2014,0,0,91,4,69,0,7,0,0,0,0,0,0,No,No,Yes,Yes,No,Food / Non-food items / Shelter / Cash money,No,      ,,26-01-2014
53,2442,ANB-207,3,Anbar,Same,Anbar,Ana,Ana SubDistrict,Ana Area,Hay Al Zera'I,حي الزراعي,23799,41.977818,34.369352,4,5,18 Aug 2014,0,0,0,0,0,0,0,0,0,3,0,0,0,No,No,Yes,Yes,No,Food / Non-food items / Shelter / Cash money,No,      ,,26-01-2014
54,2692,ANB-163,125,Anbar,Same,Anbar,Ana,Ana SubDistrict,Ana Area,Rayhana,مجمع الريحانه,247,42.029125,34.340626,4,5,18 Aug 2014,0,0,52,0,55,0,0,0,18,0,0,0,0,No,No,Yes,Yes,No,Food / Non-food items / Shelter / Cash money,No,      ,,26-01-2014
55,2447,ANB-117,205,Anbar,Same,Anbar,Ana,Ana SubDistrict,Ana Area,Yarmouk,حي اليرموك,109,41.988392,34.370033,3,5,18 Aug 2014,0,0,117,0,79,0,7,0,0,2,0,0,0,No,No,Yes,Yes,No,Food / Non-food items / Shelter / Cash money,No,      ,,14-05-2014
56,2346,ANB-024,679,Anbar,Same,Anbar,Falluja,Falluja SubDistrict,Falluja Area,Al `Amiriyah,العامرية ,107,43.85,33.16,2,5,18 Aug 2014,0,0,50,6,490,0,23,10,100,0,0,0,0,No,No,Yes,Yes,No,Food / Non-food items / Shelter / Cash money,Yes,280 NFIs      ,,14-04-2014
57,2337,ANB-028,421,Anbar,Same,Anbar,Falluja,Falluja SubDistrict,Falluja Area,Al A'rimiyah,العريمية,22755,43.675868,33.425571,2,5,18 Aug 2014,0,0,0,3,61,0,100,0,18,233,6,0,0,No,No,Yes,Yes,No,Food / Non-food items / Shelter / Cash money,No,      ,,14-04-2014
58,2395,ANB-033,343,Anbar,Same,Anbar,Falluja,Falluja SubDistrict,Falluja Area,Al Dawayah village,الدواية,20781,43.5028,33.2548,2,5,18 Aug 2014,0,0,27,4,212,0,40,0,50,0,10,0,0,No,No,Yes,Yes,No,Food / Non-food items / Shelter / Cash money,Yes,250 NFIs      ,,14-04-2014
59,2393,ANB-066,220,Anbar,Same,Anbar,Falluja,Falluja SubDistrict,Falluja Area,Al Husaiwat,الحصيوات ,22133,43.89684,33.403487,3,5,18 Aug 2014,0,0,19,15,141,0,24,0,21,0,0,0,0,No,No,Yes,Yes,No,Food / Non-food items / Shelter / Cash money,No,      ,,14-05-2014
60,2345,ANB-086,190,Anbar,Same,Anbar,Falluja,Falluja SubDistrict,Falluja Area,Al Husi,الحصي,22864,43.795607,33.279703,3,5,18 Aug 2014,0,0,19,0,95,0,40,0,36,0,0,0,0,No,No,Yes,Yes,No,Food / Non-food items / Shelter / Cash money,No,      ,,14-05-2014
61,2392,ANB-099,168,Anbar,Same,Anbar,Falluja,Falluja SubDistrict,Falluja Area,Al jdawil (qnatir),الجداول ( الكناطر ) ,21742,43.963735,33.434659,3,5,18 Aug 2014,0,0,27,10,96,0,16,0,19,0,0,0,0,No,No,Yes,Yes,No,Food / Non-food items / Shelter / Cash money,Yes,150 NFIs      ,,14-05-2014
62,2348,ANB-021,840,Anbar,Same,Anbar,Falluja,Falluja SubDistrict,Falluja Area,Al Madina Al Siyahiya,المدينة السياحية ,23276,43.571611,33.244907,2,5,18 Aug 2014,0,0,150,20,510,0,40,0,120,0,0,0,0,No,No,Yes,Yes,No,Food / Non-food items / Shelter / Cash money,Yes,      100 Food Items,,14-04-2014
63,2331,ANB-065,223,Anbar,Same,Anbar,Falluja,Falluja SubDistrict,Falluja Area,Al Rumila,الرميلة,22705,43.642699,33.40346,3,5,18 Aug 2014,0,0,4,0,140,0,65,0,14,0,0,0,0,No,No,Yes,Yes,No,Food / Non-food items / Shelter / Cash money,No,      ,,14-05-2014
64,2335,ANB-031,287,Anbar,Same,Anbar,Falluja,Falluja SubDistrict,Falluja Area,AL Shihaa,الشيحة,21614,43.705102,33.421163,2,5,18 Aug 2014,0,0,8,0,189,0,66,0,19,0,5,0,0,No,No,Yes,Yes,No,Food / Non-food items / Shelter / Cash money,No,      ,,14-04-2014
65,2334,ANB-020,1000,Anbar,Same,Anbar,Falluja,Falluja SubDistrict,Falluja Area,Al Shuhadaa 2,الشهداء الثانية ,21556,43.69385,33.399199,2,5,18 Aug 2014,0,0,60,0,833,0,33,0,0,0,74,0,0,No,No,Yes,Yes,No,Food / Non-food items / Shelter / Cash money,Yes,      180 Food Items,,14-04-2014
66,2336,ANB-030,344,Anbar,Same,Anbar,Falluja,Falluja SubDistrict,Falluja Area,Al Tal'a,الطالعة ,22525,43.658419,33.403899,2,5,18 Aug 2014,0,0,25,10,214,0,13,5,63,0,14,0,0,No,No,Yes,Yes,No,Food / Non-food items / Shelter / Cash money,Yes,50 NFIs      50 Food Items,,14-04-2014
67,2332,ANB-022,822,Anbar,Same,Anbar,Falluja,Falluja SubDistrict,Falluja Area,Al Zaghareed,الزغاريد,22524,43.68518,33.417925,2,5,18 Aug 2014,0,0,8,5,682,0,36,0,67,0,24,0,0,No,No,Yes,Yes,No,Food / Non-food items / Shelter / Cash money,Yes,150 NFIs      150 Food Items,,14-04-2014
68,2329,ANB-085,191,Anbar,Same,Anbar,Falluja,Falluja SubDistrict,Falluja Area,Al-A'zrakih,الازركية ,23801,43.710402,33.360468,3,5,18 Aug 2014,0,0,0,0,138,0,34,0,0,19,0,0,0,No,No,Yes,Yes,No,Food / Non-food items / Shelter / Cash money,No,      ,,14-05-2014
69,2340,ANB-125,66,Anbar,Same,Anbar,Falluja,Falluja SubDistrict,Falluja Area,Albo Hasan,البوعبد الحسن ,23803,43.729021,33.312843,4,5,18 Aug 2014,0,0,0,0,53,0,0,0,13,0,0,0,0,No,No,Yes,Yes,No,Food / Non-food items / Shelter / Cash money,No,      ,,26-01-2014
70,2341,ANB-110,154,Anbar,Same,Anbar,Falluja,Falluja SubDistrict,Falluja Area,Albu Aifan,البوعيفان,324,43.742995,33.310021,3,5,18 Aug 2014,0,0,11,15,43,0,62,0,23,0,0,0,0,No,No,Yes,Yes,No,Food / Non-food items / Shelter / Cash money,No,      ,,14-05-2014
71,2352,ANB-032,275,Anbar,Same,Anbar,Falluja,Falluja SubDistrict,Falluja Area,Albu Alwan,قرية البوعلوان,289,43.737692,33.332845,2,5,18 Aug 2014,0,0,10,6,145,0,95,0,19,0,0,0,0,No,No,Yes,Yes,No,Food / Non-food items / Shelter / Cash money,No,      ,,14-04-2014
72,2339,ANB-108,158,Anbar,Same,Anbar,Falluja,Falluja SubDistrict,Falluja Area,Albu Hatem,البوحاتم,325,43.729021,33.312843,3,5,18 Aug 2014,0,0,15,0,87,0,20,0,36,0,0,0,0,No,No,Yes,Yes,No,Food / Non-food items / Shelter / Cash money,No,      ,,03-05-2014
73,2342,ANB-111,154,Anbar,Same,Anbar,Falluja,Falluja SubDistrict,Falluja Area,Albu Hawa,البوهوى ,23802,43.680362,33.304321,3,5,18 Aug 2014,0,0,8,0,90,0,20,0,36,0,0,0,0,No,No,Yes,Yes,No,Food / Non-food items / Shelter / Cash money,No,      ,,03-05-2014
74,2343,ANB-106,159,Anbar,Same,Anbar,Falluja,Falluja SubDistrict,Falluja Area,Albu Hori,البوحوري,21226,43.891238,33.156752,3,5,18 Aug 2014,0,0,5,6,80,0,20,0,48,0,0,0,0,No,No,Yes,Yes,No,Food / Non-food items / Shelter / Cash money,No,      ,,03-05-2014
75,2980,ANB-080,198,Anbar,Same,Anbar,Falluja,Falluja SubDistrict,Falluja Area,Albu Jasim - Karma,البوجاسم - الكرمة,24107,43.856551,33.411884,3,5,18 Aug 2014,0,0,13,0,114,0,30,0,32,0,9,0,0,No,No,Yes,Yes,No,Food / Non-food items / Shelter / Cash money,No,      ,,03-05-2014
76,2389,ANB-036,261,Anbar,Same,Anbar,Falluja,Falluja SubDistrict,Falluja Area,Albu Khalifa,البوخليفة ,22134,43.890464,33.437326,2,5,18 Aug 2014,0,0,33,0,169,0,20,5,26,0,8,0,0,No,No,Yes,Yes,No,Food / Non-food items / Shelter / Cash money,Yes,      250 Food Items,,03-04-2014
77,2390,ANB-083,193,Anbar,Same,Anbar,Falluja,Falluja SubDistrict,Falluja Area,Albu Khanfar,البوخنفر ,318,43.908447,33.465647,3,5,18 Aug 2014,0,0,10,0,139,0,10,0,34,0,0,0,0,No,No,Yes,Yes,No,Food / Non-food items / Shelter / Cash money,No,      ,,03-05-2014
78,2330,ANB-027,422,Anbar,Same,Anbar,Falluja,Falluja SubDistrict,Falluja Area,Albu Shejel,البوشجل,22606,43.626504,33.382564,2,5,18 Aug 2014,0,0,7,10,294,0,85,5,21,0,0,0,0,No,No,Yes,Yes,No,Food / Non-food items / Shelter / Cash money,Yes,      140 Food Items,,03-04-2014
79,2983,ANB-124,75,Anbar,Same,Anbar,Falluja,Falluja SubDistrict,Falluja Area,Albu Shihab,البوشهاب,21201,43.70219,33.415023,4,5,18 Aug 2014,0,0,0,0,75,0,0,0,0,0,0,0,0,No,No,Yes,Yes,No,Food / Non-food items / Shelter / Cash money,Yes,50 NFIs      50 Food Items,,26-01-2014
80,2984,ANB-120,185,Anbar,Same,Anbar,Falluja,Falluja SubDistrict,Falluja Area,Albu U'akash,البوعكاش,21615,43.698594,33.383081,4,5,18 Aug 2014,0,0,0,0,185,0,0,0,0,0,0,0,0,No,No,Yes,Yes,No,Food / Non-food items / Shelter / Cash money,Yes,      180 Food Items,,26-01-2014
81,2391,ANB-035,278,Anbar,Same,Anbar,Falluja,Falluja SubDistrict,Falluja Area,Albu Udah,البوعودة,300,43.93,33.58,2,5,18 Aug 2014,0,0,31,5,150,0,40,0,52,0,0,0,0,No,No,Yes,Yes,No,Food / Non-food items / Shelter / Cash money,Yes,      250 Food Items,,03-04-2014
